query,занятость,по должности-лемме,по дополнительному признаку,по условиям,общие фразы
мчс владивосток вакансии,NaN,NaN,NaN,NaN,1
мчс работа вакансии,NaN,NaN,NaN,NaN,1
мчс россии вакансии,NaN,NaN,NaN,NaN,1
наборщик текста вакансии,NaN,сборщик,NaN,NaN,0
найти работу в садике,NaN,NaN,NaN,NaN,1
найти работу механиком,NaN,механик,NaN,NaN,0
найти работу на стройке,NaN,NaN,NaN,NaN,1
найти работу проводником пассажирских вагонов,NaN,бортпроводник,NaN,NaN,0
наладчик аппаратного и программного обеспечения вакансии,NaN,наладчик,NaN,NaN,0
наладчик компьютерных сетей вакансии,NaN,наладчик,NaN,NaN,0
наладчик технологического оборудования вакансии,NaN,наладчик,NaN,NaN,0
налоговая служба вакансии,NaN,NaN,NaN,NaN,1
наркоконтроль вакансии,NaN,NaN,NaN,NaN,1
наркологический диспансер вакансии,NaN,NaN,NaN,NaN,1
натурщица вакансии спб,NaN,натурщик,NaN,NaN,0
натурщица работа,NaN,натурщик,NaN,NaN,0
начальник лаборатории вакансии,NaN,"руководитель, начальник",NaN,NaN,0
начальник строительного участка вакансии,NaN,"руководитель, начальник",NaN,NaN,0
начальник транспортного отдела вакансии,NaN,"руководитель, начальник",NaN,NaN,0
наше время владивосток вакансии,NaN,NaN,NaN,NaN,1
нейропсихолог вакансии,NaN,NaN,NaN,NaN,1
нико вакансии,NaN,NaN,NaN,NaN,1
новотель вакансии,NaN,NaN,NaN,NaN,1
норебо вакансии,NaN,NaN,NaN,NaN,1
норебо владивосток вакансии,NaN,NaN,NaN,NaN,1
ночная посудомойщица в москве с ежедневной оплатой,['ночная'],NaN,NaN,с ежедневной оплатой,0
ночная работа для студентов,['ночная'],NaN,['для студентов'],NaN,0
ночная работа с ежедневной оплатой,['ночная'],NaN,NaN,с ежедневной оплатой,0
ночные вакансии,['ночная'],NaN,NaN,NaN,0
ночь работа,NaN,NaN,NaN,NaN,1
нтц еэс вакансии,NaN,NaN,NaN,NaN,1
нужен водитель,NaN,водитель,NaN,NaN,0
нужен работник на дачу,NaN,кухонный работник,NaN,NaN,0
няня без опыта,NaN,няня,['без опыта'],NaN,0
няня в детский сад вакансии,NaN,няня,NaN,NaN,0
няня ищу работу,NaN,няня,NaN,NaN,0
няня на ночь вакансии,NaN,няня,NaN,NaN,0
обвальщик мяса вакансии,NaN,обвальщик,NaN,NaN,0
обслуживание банкоматов вакансии,NaN,NaN,NaN,NaN,1
объявление подработка для студентов,['подработка'],NaN,['для студентов'],NaN,0
озон выдача заказов работа,NaN,NaN,NaN,NaN,1
озон доставка курьером работа,NaN,курьер,NaN,NaN,0
океан вакансии,NaN,NaN,NaN,NaN,1
океанариум работа,NaN,NaN,NaN,NaN,1
оки доки работа,NaN,NaN,NaN,NaN,1
омон вакансии,NaN,NaN,NaN,NaN,1
онкодиспансер вакансии,NaN,NaN,NaN,NaN,1
онкоцентр вакансии,NaN,NaN,NaN,NaN,1
онлайн работа на дому,['на дому'],NaN,NaN,NaN,0
ооо профессионал вакансии,NaN,NaN,NaN,NaN,1
ооо рассвет вакансии,NaN,NaN,NaN,NaN,1
оператор 1 с вакансии,NaN,модератор,NaN,NaN,0
оператор азс вакансии,NaN,модератор,NaN,NaN,0
оператор аттракционов вакансии,NaN,модератор,NaN,NaN,0
оператор вакансии удаленно,['удаленная'],модератор,NaN,NaN,0
оператор видеонаблюдения вакансии удаленно,['удаленная'],модератор,NaN,NaN,0
оператор диспетчер вакансии,NaN,модератор,NaN,NaN,0
оператор заправки вакансии,NaN,модератор,NaN,NaN,0
оператор колл центра подработка,['подработка'],модератор,NaN,NaN,0
оператор котельных установок вакансии,NaN,модератор,NaN,NaN,0
оператор очистных сооружений вакансии,NaN,модератор,NaN,NaN,0
оператор по работе с задолженностью,NaN,модератор,NaN,NaN,0
оператор почта россии вакансии,NaN,модератор,NaN,NaN,0
оператор пульта управления вакансии,NaN,модератор,NaN,NaN,0
оператор станков с программным управлением вакансии,NaN,модератор,NaN,NaN,0
оператор технологических установок вакансии,NaN,модератор,NaN,NaN,0
оператор харвестера вакансии,NaN,модератор,NaN,NaN,0
оптик консультант вакансии,NaN,оптик,NaN,NaN,0
организация перевозок и управление на транспорте вакансии,NaN,NaN,NaN,NaN,1
отв вакансии,NaN,NaN,NaN,NaN,1
отдел по борьбе с экономическими преступлениями вакансии,NaN,NaN,NaN,NaN,1
отзывы о работе в фсб,NaN,NaN,NaN,NaN,1
офицер воспитатель вакансии,NaN,воспитатель,NaN,NaN,0
охотнадзор приморский край вакансии,NaN,NaN,NaN,NaN,1
охрана работа вахта,['вахта'],вахтер,NaN,NaN,0
охрана с проживанием и питанием,NaN,NaN,NaN,с проживанием,0
охраник работа,NaN,охранник,NaN,NaN,0
охранник 4 разряда вакансии,NaN,охранник,NaN,NaN,0
охранник в школу вакансии,NaN,охранник,NaN,NaN,0
охранник с проживанием,NaN,охранник,NaN,с проживанием,0
пайщик работа,NaN,NaN,NaN,NaN,1
педагог в детский центр вакансии,NaN,педагог,NaN,NaN,0
педагог вакансии,NaN,педагог,NaN,NaN,0
пенсионный фонд вакансии,NaN,NaN,NaN,NaN,1
пепсико вакансии,NaN,NaN,NaN,NaN,1
переводчик английского вакансии,NaN,переводчик,NaN,NaN,0
переводчик китайского вакансии,NaN,переводчик,NaN,NaN,0
переводчик корейского вакансии,NaN,переводчик,NaN,NaN,0
переводчик с японского работа,NaN,переводчик,NaN,NaN,0
перегон авто из европы вакансии,NaN,NaN,NaN,NaN,1
перегонщик автомобилей из владивостока вакансии,NaN,NaN,NaN,NaN,1
перегонщик автомобилей по россии вакансии,NaN,NaN,NaN,NaN,1
перинатальный центр вакансии,NaN,NaN,NaN,NaN,1
пеший курьер владивосток,NaN,курьер,NaN,NaN,0
плиточник ищет работу,NaN,плиточник,NaN,NaN,0
плотник вакансии,NaN,плотник,NaN,NaN,0
повар вахта,['вахта'],пивовар,NaN,NaN,0
повар вахта срочно,['вахта'],пивовар,NaN,NaN,0
повар ищет работу,NaN,пивовар,NaN,NaN,0
повар на корабле вакансии,NaN,пивовар,NaN,NaN,0
повар на сво вакансии,NaN,пивовар,NaN,NaN,0
подработка в вечернее и ночное время,"['подработка', 'вечерняя', 'ночная']",NaN,NaN,NaN,0
подработка в москве группа ватсап,['подработка'],NaN,NaN,NaN,0
подработка в москве с ежедневной оплатой от прямых работодателей,['подработка'],NaN,NaN,с ежедневной оплатой,0
подработка во вкусно и точка,['подработка'],NaN,NaN,NaN,0
подработка вожатым в лагере,['подработка'],вожатый,NaN,NaN,0
подработка грузчиком оплата за смену,['подработка'],грузчик,NaN,с ежедневной оплатой,0
подработка за наличные,['подработка'],NaN,NaN,NaN,0
подработка из дома удаленно,"['подработка', 'удаленная']",NaN,NaN,NaN,0
подработка курьером с 14 лет,['подработка'],курьер,NaN,NaN,0
подработка мерчендайзером,['подработка'],мерчендайзер,NaN,NaN,0
подработка на выходные для студентов,"['подработка', 'по выходным']",NaN,['для студентов'],NaN,0
